rating,Processor_Series,Core_Count,Clock_Speed_GHz,RAM Size GB,Storage Size GB,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,Performance_Tier_Encoded,Processor_Brand_Encoded,RAM_Tier_Encoded,Notch_Type_Encoded,Price_Encoded,4G_Encoded,Dual_Sim_Encoded,5G_Encoded,Vo5G_Encoded,NFC_Encoded,IR_Blaster_Encoded,memory_card_support_Encoded,os_name_Encoded,brand_encoded_label,os_version_label,storage_gb
0.8620689655172411,870,1.0,0.990566037735849,0.6666666666666666,0.25,0.3250000000000002,0.48888888888888893,0.7747603833865815,0.0,0.6086956521739131,0.33333333333333337,0.23232323232323232,1.0,0.2542372881355932,0.5,4,2,3,1,1,1,1,1,0,1,0,1,1,17,4,1000.0
0.96551724137931,865,1.0,0.8207547169811318,0.4444444444444444,0.125,0.375,0.0,0.755591054313099,0.0,0.6086956521739131,0.33333333333333337,0.050505050505050504,1.0,0.5254237288135594,0.5,4,2,1,1,0,1,1,1,0,1,0,1,1,43,0,1000.0
0.5172413793103448,4,1.0,0.6132075471698111,0.2222222222222222,0.0625,0.625,0.13333333333333333,0.7683706070287539,0.0,0.6108695652173913,0.33333333333333337,0.24242424242424243,0.6666666666666666,0.11864406779661017,0.5,2,2,2,2,0,1,1,1,0,0,0,1,1,17,4,1000.0
0.4827586206896548,99,1.0,0.5188679245283019,0.2222222222222222,0.0625,0.625,0.13333333333333333,0.7683706070287539,0.0,0.6086956521739131,0.16666666666666663,0.24242424242424243,1.0,0.11864406779661017,0.5,2,3,2,2,0,1,1,0,0,0,1,1,1,38,4,512.0
0.6896551724137931,680,1.0,0.6132075471698111,0.4444444444444444,0.125,0.625,0.32592592592592595,0.7683706070287539,0.0,0.6108695652173913,0.16666666666666663,0.24242424242424243,1.0,0.2542372881355932,0.5,2,2,1,2,0,1,1,0,0,0,0,1,1,50,4,1000.0
0.8275862068965516,8100,1.0,0.8254716981132075,0.4444444444444444,0.125,0.665,0.4962962962962963,0.7715654952076676,0.0,0.625,0.4666666666666667,0.31313131313131315,1.0,0.2542372881355932,0.5,3,1,1,1,0,1,1,1,0,1,1,0,1,38,4,1000.0
0.8275862068965516,695,1.0,0.5188679245283019,0.4444444444444444,0.125,0.625,0.4962962962962963,0.7827476038338657,0.0,0.6086956521739131,0.33333333333333337,0.31313131313131315,1.0,0.2542372881355932,0.5,2,2,1,1,0,1,1,1,0,0,1,1,1,38,2,1000.0
0.6206896551724137,930,1.0,0.5188679245283019,0.3333333333333333,0.125,0.2250000000000001,0.48888888888888893,0.7396166134185302,0.0,0.6086956521739131,0.16666666666666663,0.24242424242424243,1.0,0.2542372881355932,0.5,3,1,2,1,0,1,1,1,0,0,0,0,1,39,4,1000.0
0.6896551724137931,695,1.0,0.5188679245283019,0.3333333333333333,0.125,0.625,0.24444444444444446,0.7396166134185302,0.0,0.6086956521739131,0.0,0.24242424242424243,1.0,0.2542372881355932,0.5,2,2,2,1,0,1,1,1,0,1,0,0,1,29,2,1000.0
0.7586206896551722,665,1.0,0.6132075471698111,0.4444444444444444,0.125,0.375,0.13333333333333333,0.7364217252396166,0.0,0.5923913043478262,0.0,0.23232323232323232,0.3333333333333333,0.5254237288135594,0.5,2,2,1,2,0,1,1,0,0,0,0,1,1,50,25,256.0
0.4482758620689653,99,1.0,0.5188679245283019,0.4444444444444444,0.125,1.0,0.13333333333333333,0.8067092651757188,0.0,0.3913043478260869,0.16666666666666663,0.24242424242424243,0.3333333333333333,0.11864406779661017,0.5,2,3,1,2,0,1,1,0,0,0,0,1,1,47,4,512.0
0.6896551724137931,9000,1.0,0.990566037735849,0.8888888888888888,0.5,1.0,0.4814814814814815,0.8003194888178913,0.0,0.6217391304347827,0.5833333333333334,0.24242424242424243,0.0,0.2542372881355932,0.0,4,1,3,4,1,1,1,1,0,1,0,1,1,1,4,1000.0
0.13793103448275845,35,1.0,0.33018867924528295,0.16666666666666666,0.03125,0.2400000000000002,0.0,0.7108626198083066,0.0,0.15217391304347827,0.0,0.05555555555555556,0.6666666666666666,0.06779661016949153,0.5,3,3,4,2,0,1,1,0,0,0,0,1,1,36,25,256.0
0.6896551724137931,2,1.0,0.8018867924528299,0.6666666666666666,0.25,0.6265000000000001,0.22222222222222224,0.7891373801916932,0.0,0.8043478260869565,0.33333333333333337,0.24242424242424243,1.0,0.0,0.5,4,2,3,1,1,1,1,1,0,1,0,1,1,12,4,1000.0
0.6896551724137931,99,1.0,0.5188679245283019,0.3333333333333333,0.125,0.625,0.888888888888889,0.8210862619808306,0.0,0.625,0.0,0.5353535353535355,0.3333333333333333,0.2542372881355932,0.5,1,3,2,1,0,1,1,0,0,0,0,1,1,16,4,256.0
0.5862068965517238,690,1.0,0.6132075471698111,0.4444444444444444,0.125,0.2749999999999999,0.22222222222222224,0.7635782747603832,0.0,0.6086956521739131,0.16666666666666663,0.23232323232323232,1.0,0.2542372881355932,0.5,2,2,1,1,0,1,1,0,0,0,0,0,1,35,0,1000.0
0.4827586206896548,85,1.0,0.6132075471698111,0.2222222222222222,0.0625,0.625,0.13333333333333333,0.7715654952076676,0.0,0.625,0.16666666666666663,0.23232323232323232,1.0,0.5254237288135594,0.5,2,3,2,2,0,1,1,0,0,0,0,1,1,47,4,1000.0
0.6206896551724137,16,0.6666666666666667,0.6132075471698111,0.3333333333333333,1.0,0.2865000000000002,0.0,0.7875399361022364,0.0,0.716304347826087,0.33333333333333337,0.23232323232323232,1.0,0.1864406779661017,0.5,2,4,2,4,1,1,1,1,0,1,0,0,2,0,11,1000.0
0.896551724137931,920,1.0,0.6603773584905659,0.4444444444444444,0.125,0.375,0.888888888888889,0.7827476038338657,0.0,0.25,0.33333333333333337,0.5353535353535355,1.0,0.2542372881355932,0.5,3,1,1,1,0,1,1,1,0,0,1,1,1,51,2,1000.0
0.6896551724137931,778,1.0,0.6132075471698111,0.4444444444444444,0.125,0.4750000000000001,0.48888888888888893,0.7460063897763578,0.0,0.6097826086956523,0.16666666666666663,0.31313131313131315,1.0,0.2542372881355932,0.5,2,2,1,2,0,1,1,1,0,0,0,0,1,17,4,1000.0
0.5862068965517238,16,0.6666666666666667,0.6132075471698111,0.3333333333333333,0.25,0.2865000000000002,0.0,0.7875399361022364,0.0,0.716304347826087,0.33333333333333337,0.23232323232323232,1.0,0.1864406779661017,0.5,2,4,2,4,1,1,1,1,0,1,0,0,2,0,11,1000.0
0.7586206896551722,810,1.0,0.6132075471698111,0.4444444444444444,0.125,0.625,0.24444444444444446,0.803514376996805,0.0,0.625,0.33333333333333337,0.31313131313131315,1.0,0.2542372881355932,0.5,3,1,1,1,0,1,1,1,0,1,0,1,1,47,4,1000.0
0.6206896551724137,720,1.0,0.6132075471698111,0.3333333333333333,0.125,0.625,0.4962962962962963,0.7827476038338657,0.0,0.625,0.33333333333333337,0.5353535353535355,1.0,0.2542372881355932,0.5,3,1,2,1,0,1,1,1,0,1,1,1,1,51,4,1000.0
0.6551724137931032,96,1.0,0.44811320754716966,0.3333333333333333,0.125,0.625,0.24444444444444446,0.7444089456869007,0.0,0.6086956521739131,0.16666666666666663,0.31313131313131315,1.0,0.2542372881355932,0.5,1,3,2,1,0,1,1,0,0,0,1,1,1,38,2,1000.0
0.8275862068965516,8100,1.0,0.8254716981132075,0.4444444444444444,0.125,0.375,1.0,0.7875399361022364,0.0,0.6119565217391305,0.33333333333333337,0.24242424242424243,1.0,0.2542372881355932,0.5,3,1,1,1,0,1,1,1,0,1,0,1,1,35,4,1000.0
0.2413793103448274,60,1.0,0.41981132075471683,0.3333333333333333,0.125,0.125,0.0,0.7076677316293929,0.0,0.3695652173913043,0.0,0.07070707070707072,0.3333333333333333,0.20338983050847456,0.5,2,3,2,2,0,1,1,0,0,0,0,1,1,11,0,256.0
0.2068965517241379,610,1.0,0.3396226415094339,0.2222222222222222,0.0625,1.0,0.13333333333333333,0.8067092651757188,0.0,0.15217391304347827,0.16666666666666663,0.05555555555555556,0.3333333333333333,0.11864406779661017,0.5,2,2,2,1,0,1,1,0,0,0,0,1,1,16,2,256.0
0.6896551724137931,8,1.0,0.990566037735849,0.4444444444444444,0.25,0.5550000000000002,0.4962962962962963,0.7923322683706069,0.0,0.8260869565217391,0.33333333333333337,0.24242424242424243,1.0,0.5254237288135594,0.5,4,2,1,1,1,1,1,1,0,1,1,1,1,51,4,1000.0
0.5862068965517238,85,1.0,0.6132075471698111,0.2222222222222222,0.125,0.625,0.22222222222222224,0.755591054313099,0.0,0.3913043478260869,0.16666666666666663,0.24242424242424243,1.0,0.2542372881355932,0.5,1,3,2,1,0,1,1,0,0,1,0,1,1,29,7,512.0
0.0344827586206895,25,1.0,0.6132075471698111,0.1111111111111111,0.03125,0.625,0.0,0.7603833865814695,0.0,0.3913043478260869,0.0,0.05555555555555556,0.3333333333333333,0.06779661016949153,0.5,3,3,4,2,0,1,1,0,0,0,0,1,1,51,2,512.0
0.5172413793103448,680,1.0,0.6132075471698111,0.2222222222222222,0.125,0.625,0.24444444444444446,0.7715654952076676,0.0,0.6119565217391305,0.16666666666666663,0.24242424242424243,1.0,0.2542372881355932,0.5,2,2,2,1,0,1,1,0,0,0,0,1,1,39,2,1000.0
0.37931034482758585,35,1.0,0.5660377358490565,0.2222222222222222,0.125,0.625,0.0,0.7571884984025559,0.0,0.15217391304347827,0.0,0.05555555555555556,1.0,0.2542372881355932,0.5,1,3,2,1,0,1,1,0,0,0,0,1,1,36,0,256.0
0.5517241379310343,695,1.0,0.5188679245283019,0.2222222222222222,0.0625,0.625,0.24444444444444446,0.7715654952076676,0.0,0.25,0.16666666666666663,0.24242424242424243,1.0,0.2542372881355932,0.5,2,2,2,1,0,1,1,1,0,1,0,1,1,29,4,1000.0
0.7241379310344827,8,1.0,0.990566037735849,0.3333333333333333,0.5,0.4750000000000001,0.48888888888888893,0.7939297124600637,0.0,0.6673913043478261,0.33333333333333337,0.24242424242424243,1.0,0.20338983050847456,0.5,4,2,3,4,1,1,1,0,0,1,1,1,3,14,15,256.0
0.8620689655172411,720,1.0,0.5660377358490565,0.4444444444444444,0.125,0.125,0.24444444444444446,0.7460063897763578,0.0,0.6086956521739131,0.0,0.31313131313131315,1.0,0.728813559322034,0.5,2,2,1,2,0,1,1,0,0,0,0,1,1,50,2,1000.0
0.8620689655172411,8200,1.0,0.9433962264150941,0.4444444444444444,0.125,0.665,0.888888888888889,0.7827476038338657,0.0,0.625,0.33333333333333337,0.24242424242424243,1.0,0.5254237288135594,0.5,3,1,1,1,0,1,1,1,1,0,1,1,1,51,4,1000.0
0.5172413793103448,37,1.0,0.5660377358490565,0.3333333333333333,0.125,0.625,0.037037037037037035,0.7955271565495206,0.0,0.3913043478260869,0.16666666666666663,0.24242424242424243,0.3333333333333333,0.11864406779661017,0.5,2,3,2,2,0,1,1,0,0,0,0,1,1,13,4,1000.0
0.6896551724137931,765,1.0,0.6132075471698111,0.3333333333333333,0.125,0.125,0.13333333333333333,0.755591054313099,0.0,0.6086956521739131,0.16666666666666663,0.31313131313131315,0.3333333333333333,0.2542372881355932,0.5,3,2,2,1,0,1,1,1,0,0,0,1,1,36,2,1000.0
0.8620689655172411,9000,1.0,0.9198113207547167,0.4444444444444444,0.25,0.7050000000000001,0.33333333333333337,0.803514376996805,0.0,0.6086956521739131,0.33333333333333337,0.31313131313131315,1.0,0.5254237288135594,0.5,4,1,1,1,1,1,1,1,0,1,0,1,1,47,4,1000.0
0.34482758620689635,7885,1.0,0.5188679245283019,0.2222222222222222,0.0625,0.0,0.0,0.6757188498402555,0.0,0.25,0.0,0.11111111111111112,1.0,0.3898305084745763,0.5,2,5,2,4,0,1,1,0,0,0,0,1,1,43,22,512.0
0.17241379310344795,37,1.0,0.33018867924528295,0.16666666666666666,0.03125,0.625,0.13333333333333333,0.755591054313099,0.0,0.3913043478260869,0.16666666666666663,0.07070707070707072,1.0,0.11864406779661017,0.5,4,3,4,1,0,1,1,0,0,0,0,1,1,29,4,1000.0
